default,Identifier,Remarks,Filter,eng enc ena enz eni ens enj enb enl ent enw,cs,da,de,el,eo,es,esm esn esg esc esa esd esv eso esr ess esf esl esy esz esb ese esh esi esu,fi,fr,hu,it,jp,ko,nl,no nb,pl,pt,ptg,ro,ru,sr,sv,tr
Shortest }}}}}}} Longest,SHORTEST }}}}}}} LONGEST,,,,Nejkratší }}}}}}} Nejdelší,Kortest }}}}}}} Længst,,,,Más corto }}}}}}} Más largo,,Lyhyin }}}}}}} Pisin,Plus court }}}}}}} Plus long,Legrövidebb }}}}}}} Leghosszabb,Più corto }}}}}}} Più lungo,,,Kortste }}}}}}} Langste,Korteste }}}}}}} Lengste,Krótki }}}}}}} Długi,Mais Curto }}}}}}} Mais Longo,,Cel mai Scurt }}}}}}} Cel mai Lung,Ближе }}}}}}} Дальше,,Kortast }}}}}}} Längst,En kısa }}}}}}} En uzun
Engineer,ENGINEER,,,,Technik,Ingeniør,Maschinist,,,Ingeniero,,Pioneeri,Ingenieur,Gépész,Ingegnere,,,Ingenieur,Ingeniør,Inżynier,Engenheiro,,Inginer,Инженер,,Ingenjör,Mühendis
Can't Proceed Without Private Mccurkee!,CAN'T PROCEED WITHOUT PRIVATE McCURKEE!,,,,Bez vojína McCurkeeho dál nemůžeš!,Kan ikke fortsætte uden menig Mccurkee!,Du kannst ohne McCurkee nicht weiter.,,,¡No Puede Proceder Sin El Soldado Mccurkee!,,Ei voi edetä ilman sotamies McCurkeeta!,Vous ne pouvez pas continuer sans McGurkee,Nem Mehetsz Tovább McCurkee közlegény Nélkül!,Non si può procedere senza il soldato Mccurkee!,,,Kan niet verder zonder soldaat Mccurkee!,Kan ikke fortsette uten privat Mccurkee!,Nie Można Iść Dalej Bez Szeregowego McCurkee!,Não Pode Prosseguir Sem o Soldado Mccurkee!,,Nu pot Continua Fără Soldatul McCurkee!,Невозможно обойтись без рядового Маккарки!,,Kan inte fortsätta utan Private Mccurkee!,Özel Mccurkee Olmadan Devam Edilemez!
Using A Special Skill...,USING A SPECIAL SKILL...,,,,Použití speciální schopnosti...,Ved hjælp af en særlig færdighed...,Benutze spezielle Fähigkeit,,,Usando Una Habilidad Especial...,,Käytetään erikoistaitoa...,Utilisation d'une capacite speciale,Speciális Képesség Használata...,Abilità speciale in utilizzo...,,,Met behulp van een speciale vaardigheid...,Ved hjelp av en spesiell ferdighet...,Użyto Specjalnej Umiejętności...,Usando Uma Habilidade Especial...,,Folosesc O Abilitate Specială...,Использование особого навыка...,,Genom att använda en speciell färdighet...,Özel bir beceri kullanarak.
Defend This Position Until Reinforcements Arrive,DEFEND THIS POSITION UNTIL REINFORCEMENTS ARRIVE,,,,Braň tuto pozici dokud nedorazí posily,Forsvar denne position indtil forstærkninger ankommer,Verteidige diese Position bis Verstärkung kommt,,,Defiende esta posición hasta que lleguen los refuerzos.,,Puolusta tätä asemaa apujoukkojen saapumiseen asti,Defendez la position jusqu'a l'arrivée des renforts,Pozíció Védelme az Erősítés Érkezéséig,Difendi la posizione finchè non arrivano i rinforzi,,,Verdedig deze positie tot versterking arriveert.,Forsvar denne posisjonen til forsterkningene ankommer,Broń Tego Punktu aż Przybędą Posiłki,Defenda Esta Posição Até os Reforços Chegarem,,Apără Poziția Pănâ Sosesc Întăririle,Удерживать позицию до прибытия подкрепления,,Försvara denna position tills förstärkningar anländer,Takviye gelene kadar bu mevziyi savun.
Reinforcements Have Arrived,REINFORCEMENTS HAVE ARRIVED,,,,Dorazily posily!,Forstærkninger er ankommet,Verstärkung ist angekommen,,,Los Refuerzos Han Llegado,,Apujoukot ovat saapuneet,Les renforts sont arrivés,Az Erősítés Megérkezett,Sono arrivati i rinforzi,,,Versterkingen zijn aangekomen.,Forsterkninger har ankommet,Posiłki Przybyły,Reforços Chegaram,,Întăririle au Sosit,Подкрепление прибыло,,Förstärkningar har anlänt,Takviye Güçler Geldi
< EMPTY >,< EMPTY >,,,,<PRÁZDNÉ>,< TOMT >,< LEER>,,,< VACÍO >,,< TYHJÄ >,< VIDE >,< ÜRES >,< VUOTO >,,,< LEEG >,< TOM >,< PUSTO >,< VAZIO >,,< GOL >,< ПУСТО >,,< TOMT >,< BOŞ >
Your Morale Is Weakening,YOUR MORALE IS WEAKENING,,,,Tvoje morálka se zhoršuje,Din moral er ved at blive svækket,Deine Moral sinkt,,,Su moral se está debilitando.,,Taistelutahtosi heikkenee,Votre moral sombre,Csökken a Morálod,Il tuo stato d'animo sta peggiorando,,,Je moreel verzwakt.,Moralen din svekkes,Twoja Moralność Słabnie,Sua Moral Está Caindo,,Îți Scade Moralul,Ваш боевой дух ослабевает,,Din moral försvagas,Moraliniz Zayıflıyor
You Are Panicking,YOU ARE PANICKING,,,,Panikaříš,Du er ved at gå i panik,Du verfällst in Panik,,,Estás entrando en pánico,,Olet paniikissa,Vous paniquez,Pánikolsz,Sei entrato nel panico,,,Je raakt in paniek.,Du får panikk,Panikujesz,Você Está Entrando em Pânico,,Te Panichezi,Вы в панике,,Du får panik.,Panikliyorsunuz
You Are Becoming Insane,YOU ARE BECOMING INSANE,,,,Začínáš šílet,Du er ved at blive sindssyg,Du verlierst den Verstand,,,You Are Becoming Insane,,Olet tulossa hulluksi,Vous perdez la tête,Kezdesz Megőrülni,Stai diventando pazzo,,,Je wordt gek.,Du er i ferd med å bli gal,Wariujesz,Você Está Enlouquecendo,,Înnebunești,Вы сходите с ума,,Du håller på att bli galen,Delirmeye Başlıyorsun
Giving Firstaid...,GIVING FIRSTAID...,,,,Poskytuji první pomoc...,Giver førstehjælp...,Leiste Erste Hilfe...,,,Dando Primeros Auxilios...,,Annetaan ensiapua...,Vous donnez les premiers secours...,Elsősegély Adása...,Primi soccorsi...,,,Eerste hulp verlenen...,Å gi førstehjelp...,Udzielanie Pierwszej Pomocy...,Prestando os Primeiros Socorros...,,Dai Primul-Ajutor...,Оказание первой помощи...,,Du ger första hjälpen...,İlk Yardım Vermek...
Mine Detector On,MINE DETECTOR ON,,,,Detektor min zap.,Minedetektor tændt,Minendetektor an.,,,Mine Detector On,,Miinaharava päällä,Demineur on,Aknakereső BE,Rivelatore di mine acceso,,,Mijndetector aan.,Minedetektor på,Wykrywacz Min Włączony,Detector de Minas Ligado,,Detector de Mine Pornit,Миноискатель включён,,Minedetektor på,Mayın Dedektörü Açık
Giving Firstaid Fast...,GIVING FIRSTAID FAST...,,,,Rychle poskytuji první pomoc...,Giver førstehjælp hurtigt...,Leiste schnell Erste Hilfe,,,Primeros auxilios rápidos...,,Annetaan pikaista ensiapua...,Premiers secours d'abord...,Elsősegély Adása Gyorsan...,Soccorso rapido...,,,Snel eerste hulp verlenen...,Giving Firstaid Fast...,Szybkie Udzielanie Pierwszej Pomocy...,Prestando os Primeiros Socorros Rapidamente...,,Dai Primul-Ajutor Rapid...,Быстрое оказание первой помощи...,,Ger första hjälpen snabbt...,Hızlı İlk Yardım Yapmak...
Mine Detector Off,MINE DETECTOR OFF,,,,Detektor min vyp.,Minedetektor slukket,Minendetektor aus,,,Detector de minas apagado,,Miinaharava pois päältä,Demineur off,Aknakereső KI,Rivelatore di mine spento,,,Mijndetector uit,Minedetektor av,Wykrywacz Min Wyłączony,Detector de Minas Desligado,,Detector de Mine Oprit,Миноискатель отключён,,Minedetektor avstängd,Mayın Dedektörü Kapalı
You Are In Red Team,YOU ARE IN RED TEAM,,,,Jsi v rudém týmu,Du er på det røde hold,Du bist im roten Team,,,Estás en el equipo rojo,,Olet punaisessa joukkuesssa,Vous êtes dans l'equipe rouge,A Piros Csapatban Vagy,Sei nella squadra rossa,,,Je zit in het Rode Team,Du er i rødt lag,Jesteś w Czerwonej Drużynie,Você Está na Equipe Vermelha,,Ești în Echipa Roșie,Вы в красной команде,,Du är med i Red Team,Kırmızı Takımdasınız
You Are In Blue Team,YOU ARE IN BLUE TEAM,,,,Jsi v modrém týmu,Du er på det blå hold,Du bist im blauen Team,,,Estás en el equipo azul,,Olet sinisessä joukkueessa,Vous êtes dans l'equipe bleue,A Kék Csapatban Vagy,Sei nella squadra blu,,,Je zit in het blauwe team,Du er i blått lag,Jesteś w Niebieskiej Drużynie,Você Está na Equipe Azul,,Ești în Echipa Albastră,Вы в синей команде,,Du är med i det blå laget,Mavi Takımdasınız
Choose Team,CHOOSE TEAM,,,,Zvol si tým,Vælg hold,Wähle dein Team,,,Elegir equipo,,Valitse joukkue,Choisir équipe,Csapatválasztás,Scegli una squadra,,,Kies team,Velg lag,Wybierz Drużynę,Escolha a Equipe,,Alege Echipa,Выбор команды,,Välj lag,Takım Seçin
,,,,,,,,,,,,,,,,,,,,,,,,,,,
D Day,D DAY,,,,Den D,,,,,,,,,D-Nap,D Day,,,,D-dagen,,Dia D,,Ziua D,День Д,,D-dag,D Günü
France,FRANCE,,,,Francie,Frankrig,,,,Francia,,Ranska,,Franciaország,Francia,,,Frankrijk,Frankrike,Francja,França,,Franța,Франция,,Frankrike,Fransa
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Draftee,DRAFTEE,,,,Branec,Indkaldt,Wehrpflichtiger,,,Recluta,,Värvätty,Conscrit,Besorozott,Arruolato,,,Rekruteer,Vernepliktig,Poborowy,Recruta,,Recrut,Рекрут,,Draftee,Düzenli asker
GI,GI,,,,Vojcl,,,,,GI,,Sotilas,,Gyalogos,GI,,,GI,,Człowiek z Żelaza,Soldado,,Soldat,Солдат,,,GI
Paratrooper,PARATROOPER,,,,Paragán,Faldskærmssoldat,Fallschirmjäger,,,Paracaidista,,Laskuvarjosotilas,Para,Ejtőernyős,Paracadutista,,,Parachutist,Fallskjermjeger,Spadochroniarz,Paraquedista,,Caporal,Капрал,,Fallskärmsjägare,Paraşütçü
Veteran,VETERAN,,,,Veterán,,,,,Veterano,,Sotilas,,Veterán,Veterano,,,Veteraan,,Weteran,Veterano,,,Ветеран,,,Gazi
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic Wall,ATLANTIC WALL,,,,Atlantický val,Atlanterhavsvolden,Atlantischer Wall,,,Muro del Atlántico,,Atlantin muuri,Mur atlantique,Atlanti Fal,Vallo Atlantico,,,Atlantische Wall,Atlanterhavsveggen,Wał Atlantycki,Muralha do Atlântico,,Zidul Atlantic,Атлантический вал,,Atlantmuren,Atlantik Duvarı
Defend,DEFEND,,,,Obrana,Forsvar,Verteidigung,,,Defender,,Puolusta,Defense,Védelem,La Difesa,,,Verdedigen,Defend,Defensywa,Defesa,,Apărare,Оборона,,Försvara,Savunmak
Hunt For The 88's,HUNT FOR THE 88'S,,,,Hon na nácky,Jagten på de 88'ere,Suche nach den 88ern,,,A la caza de los 88,,88-tuumaisten jahti,Chasse au 88's,Vadászat a 88-asokra,Caccia agli 88,,,Jacht op de 88's,Jakten på 88'erne,Polowanie na 88-ki,Caçando os 88s,,Vânătoare de 88s,Охота за 88-ми,,Jakten på 88:orna,88'ler İçin Av
Finding Private McCurkee,FINDING PRIVATE McCURKEE,,,,Najděte vojína McCurkeeho,På jagt efter menig McCurkee,Suche den Gefreiten McCurkee,,,Encontrar al soldado McCurkee,,Etsikää sotamies McCurkee,Il faut trouver le soldat McGurkee,McCurkee Közlegény Megkeresése,Alla ricerca del soldato McCurkee,,,Soldaat McCurkee vinden,Å finne menig McCurkee,Szukanie Szeregowego McCurkee,Em Busca do Soldado McCurkee,,Localizarea Soldatului McCurkee,Поиск рядового Маккерки,,Att hitta soldat McCurkee,Er McCurkee'yi Bulma
Saving Private McCurkee,SAVING PRIVATE McCURKEE,,,,Zachraňte vojína McCurkeeho,Redning af menig McCurkee,Rette den Gefreiten McCurkee,,,Salvar al soldado McCurkee,,Pelastakaa sotamies McCurkee,Il faut sauver le soldat McGurkee,McCurkee Közlegény Megmentése,Salvare il soldato McCurkee,,,Soldaat McCurkee redden,Redde menig McCurkee,Ratowanie Szeregowego McCurkee,O Resgate do Soldado McCurkee,,Salvarea Soldatlui McCurkee,Спасение рядового Маккерки,,Att rädda menige McCurkee,Er McCurkee'yi Kurtarmak
Mop Up,MOP UP,,,,Úklid,Oprydning,Aufwischen,,,Limpieza,,Siivoaminen,Nettoyage,Feltakarítás,Ripulire l'area,,,Opruimen,Rydd opp,Sprzątanie,Operação de Limpeza,,Operațiuni de Curățenie,Операция по зачистке,,Moppa upp,Paspasla
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hell From Above,HELL FROM ABOVE,,,,Peklo shora,Helvede fra oven,Hölle von oben,,,Infierno desde arriba,,Horna yläilmoista,Enfer dans les airs,Pokoli Áldás az Égből,Inferno dall'alto,,,De hel van bovenaf,Helvete fra oven,Piekło z Powietrza,Inferno Vindo de Cima,,Infern De Deasupra,Ад с небес,,Helvetet från ovan,Yukarıdan Cehennem
Seaside Sweep,SEASIDE SWEEP,,,,Pobřežní čistka,Fejning ved havet,Küstenfeger,,,Barrido junto al mar,,Merenrantalakaisu,Balayage maritime,Tengerparti Takarítás,Ripulire la costa,,,Aan de kust,Rydd kysten,Zgarnięcie Wybrzeża,Varredura Costeira,,Curățenie pe Coastă,Взятие побережья,,Sotning vid havet,Deniz Kenarı Süpürme
Under Fire,UNDER FIRE,,,,Pod palbou,Under beskydning,Unter Feuer,,,Bajo Fuego,,Tulen alla,Sous le feu enemi,Tűz Alatt,Sotto tiro,,,Onder Vuur,Under ild,Pod Ostrzałem,Sob Fogo,,Sub Foc,Под огнём,,Under eldgivning,Ateş Altında
Paperwork,PAPERWORK,,,,Papírování,Papirarbejde,Papierkram,,,Papeleo,,Paperitöitä,Paperasse,Papírmunka,Scartoffie,,,Papierwerk,Papirarbeid,Papierkowa Robota,Papelada,,Hărțogăraie,Бумажная волокита,,Pappersarbete,Evrak İşleri
Railroad Typhoon,RAILROAD TYPHOON,,,,Železniční tajfun,Jernbane tyfon,Eisenbahnbaron,,,Tifón ferroviario,,Rautatietaifuuni,Typhon sur rails,Vasúti Tájfun,Tifone ferroviario,,,Spoorweg Typhoon,Jernbane-tyfonen,Kolejowy Tajfun,Vendaval na Ferrovia,,Drumul Feroviar Tifon,Железнодорожный тайфун,,Railroad Typhoon,Demiryolu Tayfunu
A Game Of Bridge,A GAME OF BRIDGE,,,,Hra o most,Et spil bro,Ein Spiel Bridge,,,Juego de puentes,,Bridgepeli,Un jeu de bridge,Bridzs Játszma,Un gioco di ponti,,,Een spel van bruggen,Et spill bridge,Rozgrywka na Moście,Uma Partida de Bridge,,O Partidă pe Pod,Выступление на мосту,,Ett spel av bridge,Bir Briç Oyunu
Urban Rush,URBAN RUSH,,,,Městský náběh,Byens hastværk,Städtischer Ansturm,,,Carrera urbana,,Kaupunkiruuhka,Ruée urbaine,Városi Roham,Corsa urbana,,,Stedelijke Rush,Urbant jag,Gnanie Przez Miasto,Correria Urbana,,Graba Urbană,Прорыв через город,,Stadsrusning,Urban Rush
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mole Hill [Gimatch],MOLE HILL [GIMATCH],,,,Krtina [GIMatch],Muldvarpeskråning [Gimatch],Maulwurfshügel [GMatch],,,Colina de topos [Gimatch],,Myyräkeko [solttumatsi],Taupinieire [GIMatch],Vakondtúrás [Gimatch],Collina di talpe [Gimatch],,,Mollenheuvel [Gimatch],Muldvarpebakken [Gimatch],Kretowisko [Zadyma],Toca de Toupeira [Gimatch],,Muntele Cârtiță [Gimatch],Кротовая нора [Спешка],,Mole Hill [Gimatch],Köstebek Tepesi [Gimatch]
Monastery [Gimatch],MONASTERY [GIMATCH],,,,Svatyně [GIMatch],Kloster [Gimatch],Kloster [GMatch],,,Monasterio [Gimatch],,Luostari [solttumatsi],Monastere [GIMatch],Kolostor [Gimatch],Monastero [Gimatch],,,Klooster [Gimatch],Kloster [Gimatch],Klasztor [Zadyma],Mosteiro [Gimatch],,Mănăstirea [Gimatch],Монастырь [Спешка],,Kloster [Gimatch],Manastır [Gimatch]
Cavefear2 [Gimatch],CAVEFEAR2 [GIMATCH],,,,Jeskyně strachu [GIMatch],Frygt for hulen [Gimatch],Höhlenangst [GMatch],,,Cavefear2 [Gimatch],,Luolapelko 2 [solttumatsi],,Barlangiborzalom2 [Gimatch],Cavefear2 [Gimatch],,,Holenvrees2 [Gimatch],Hulefrykt2 [Gimatch],Jaskinie Strachu [Zadyma],Caverna do Terror [Gimatch],,Peștera Fricii 2 [Gimatch],Пещерный страх [Спешка],,Cavefear2 [Gimatch],Cavefear2 [Gimatch]
Bastogne Boyz [Gimatch],BASTOGNE BOYZ [GIMATCH],,,,Kluci z Bastogne [GIMatch],Bastogne Boyz [Gimatch],Kerle der Bastogne [GMatch],,,Bastogne Boyz [Gimatch],,Bastognen pojat [solttumatsi],,Bastogne-i Srácok [Gimatch],Bastogne Boyz [Gimatch],,,,Gutter fra Bastogne [Gimatch],Chłopaki z Bastogne [Zadyma],Garotos de Bastogne [Gimatch],,Băieții de Bastogne [Gimatch],Парни Бастони [Спешка],,Bastogne Boyz [Gimatch],Bastogne Boyz [Gimatch]
Small Town [Gimatch],SMALL TOWN [GIMATCH],,,,Městečko [GIMatch],Lille by [Gimatch],Kleinstadt [GMatch],,,Pueblo pequeño [Gimatch],,Pikkukylä [solttumatsi],Petite ville [GIMatch],Kis Város [Gimatch],Piccola città [Gimatch],,,Kleine stad [Gimatch],Liten by [Gimatch],Małe Mieścina [Zadyma],Pequena Cidade [Gimatch],,Micul Oraș [Gimatch],Маленький городок [Спешка],,Småstad [Gimatch],Küçük Kasaba [Gimatch]
Town Ruins [Gimatch],TOWN RUINS [GIMATCH],,,,Ruiny města [GIMatch],Byruiner [Gimatch],Ruinen [GMatch],,,Ruinas del pueblo [Gimatch],,Kylänrauniot [solttumatsi],Ruines de la ville [GIMatch],Város Romok [Gimatch],Rovine della città [Gimatch],,,Stadsruïnes [Gimatch],Byruiner [Gimatch],Miejskie Ruiny [Zadyma],Ruínas da Cidade [Gimatch],,Ruinele Orașului [Gimatch],Руины города [Спешка],,Stadsruiner [Gimatch],Kasaba Harabeleri [Gimatch]
Fuhrer's Bunker [Gimatch],FUHRER'S BUNKER [GIMATCH],,,,Vůdcův bunkr [GIMatch],Fuhrer's Bunker [Gimatch],Führerbunker [GMatch],,,Búnker del Führer [Gimatch],,Führerbunkkeri [solttumatsi],Bunker du Führer [GIMatch],A Führer Bunkere [Gimatch],Bunker del Fuhrer [Gimatch],,,Führerbunker [Gimatch],Førerens bunker [Gimatch],Bunkier Fuhrera [Zadyma],Bunker do Fuhrer [Gimatch],,Buncărul Fuhrerului [Gimatch],Бункер фюрера [Спешка],,Fuhrer's Bunker [Gimatch],Führer'in Sığınağı [Gimatch]
Good Night [Gimatch],GOOD NIGHT [GIMATCH],,,,Dobrou noc [GIMatch],Godnat [Gimatch],Gute Nacht [GMatch],,,Buenas noches [Gimatch],,Hyvää yötä [solttumatsi],Bonne nuit [GIMatch],Jó Éjt [Gimatch],Buona notte [Gimatch],,,Goedenacht [Gimatch],God natt [Gimatch],Dobranoc [Zadyma],Boa Noite [Gimatch],,Noapte-Bună [Gimatch],Доброй ночи [Спешка],,God natt [Gimatch],İyi Geceler [Gimatch]
,,,,,,,,,,,,,,,,,,,,,,,,,,,
D Day [Fireteam],D DAY [FIRETEAM],,,,Den D [Fireteam],,,,,,,D Day [partio],,D-Nap [Fireteam],D Day [Fireteam],,,D Day [Fireteam],D-dagen [Fireteam],D Day [Załoga],Dia D [Esquadra],,Ziua D [Escadron],День Д [Огневой отряд],,D-dag [Fireteam],D Günü [Fireteam]
Seaside Sweep [Fireteam],SEASIDE SWEEP [FIRETEAM],,,,Pobřežní čistka [Fireteam],Seaside Sweep [Fireteam],Küstenfeger [Fireteam],,,Barrido junto al mar [Fireteam],,Merenrantalakaisu [partio],Balayage maritime [Fireteam],Tengerparti Takarítás [Fireteam],Ripulire la costa [Fireteam],,,Aan de kust [Fireteam],Rydd kysten [Fireteam] (Sjøsiden),Zgarnięcie Wybrzeża [Załoga],Varredura Costeira [Esquadra],,Curățenie pe Coastă [Escadron],Взятие побережья [Огневой отряд],,Sotning vid havet [Fireteam],Seaside Sweep [Fireteam]
Paperwork [Fireteam],PAPERWORK [FIRETEAM],,,,Papírování [Fireteam],Papirarbejde [Fireteam],Papierkram [Fireteam],,,Papeleo [Fireteam],,Paperitöitä [partio],Paperasse [Fireteam],Papírmunka [Fireteam],Scartoffie [Fireteam],,,Papierwerk [Fireteam],Papirarbeid [Fireteam],Papierkowa Robota [Załoga],Papelada [Esquadra],,Hârțogăraie [Escadron],Бумажная волокита [Огневой отряд],,Pappersarbete [Fireteam],Evrak İşleri [Fireteam]
Hunt For The 88's [Fireteam],HUNT FOR THE 88'S [FIRETEAM],,,,Lov na osmaosmdesátky [Fireteam],Hunt For The 88'S [Fireteam],Suche nach den 88ern [Fireteam],,,Caza de los 88 [Fireteam],,88-tuumaisten jahti [partio],Chasse au 88's [Fireteam],Vadászat a 88-asokra [Fireteam],Caccia agli 88 [Fireteam],,,Hunt For The 88's [Fireteam],Jakten på 88'erne [Fireteam] (Jakten på 88-erne),Polowanie na 88-ki [Załoga],Caçando os 88s [Esquadra],,Vânătoarea de 88s [Escadron],Охота за 88-ми [Огневой отряд],,Jakten på 88:an [Fireteam],88'ler İçin Av [Fireteam]
D Day [CTF],D DAY [CTF],,,,Den D [CTF],,,,,,,D Day [lipunryöstö],D Day [CTD],D-Nap [CTF],D Day [CTF],,,D Day [CTF],D-dagen [CTF],D Day [Przejmij Flagę],Dia D [CTF],,Ziua D [CTF],День Д [Захват флага],,D-dag [CTF],D Günü [CTF]
City In Ruins [CTF],CITY IN RUINS [CTF],,,,Město v ruinách [CTF],City In Ruins [CTF],Stadt in Ruinen [CTF],,,Ciudad en ruinas [CTF],,Kaupunki raunioina [lipunryöstö],Cité en ruines [CTD],Város Romokban [CTF],Città in rovina [CTF],,,Stad in puin [CTF],Byen i ruiner [CTF],Miasto w Ruinach [Przejmij Flagę],Cidade Arruinada [CTF],,Orașul în Ruine [CTF],Город в руинах [Захват флага],,En stad i ruiner [CTF],Yıkıntılar İçindeki Şehir [CTF]
Hedgerow Hell [CTF],HEDGEROW HELL [CTF],,,,Mrtvý plot [CTF],Hækplantagehelvede [CTF],Heckenhölle [CTF],,,,,Pensasaitapesä [lipunryöstö],Enfer entre les haies [CTD],Pokoli Sövény [CTF],Inferno di siepi [CTF],,,De hel van de haag [CTF],Hekk rekke helvete [CTF],Żywopłoty [Przejmij Flagę],Inferno dos Espinhos [CTF],,Infernul Gardului Viu [CTF],Изгороди [Захват флага],,Helvetet i häckar [CTF],Hedgerow Cehennemi [CTF]
Casino De Ouistreham [CTF],CASINO DE OUISTREHAM [CTF],,,,,,,,,,,Casino De Ouistreham [lipunryöstö],Casino de Ouistreham [CTD],,Casinò di Ouistreham [CTF],,,Casino De Ouistreham [CTF],,Casino De Ouistreham [Przejmij Flagę],,,,Казино де Уистреам [Захват флага],,,Casino De Ouistreham [CTF]
,,Redneck Rampage,,,,,,,,,,,,,,,,,,,,,,,,,
Auto Aimin'...,AUTO AIMIN'...,,,,Samomířítko,Automatisk sigte...,Autom. Zielen,,,Apuntao Automático...,,Automaattisihtaus...,Auto-visée,Ótocé'zás,Mira automatica...,,,Automatisch richten...,Automatisk sikte...,Automatyczne Celowańsko...,Mira Automática...,,Țintire Automată...,Автоприцел...,,Automatisk inriktning,Otomatik Hedefleme
Show Yer Map: OFF,SHOW YER MAP: OFF,,,,Ukázat mapu: VYP,Vis dit kort: FRA,Zeig die Karte: Aus,,,Enseñar el mapa DESACTIVAO,,Näytähhä karttaas: POIES,Affich. carte : OFF,Térkép: KI,Mostra la mappa: OFF,,,Toon uw kaart: UIT,Vis kartet ditt: AV,Pokaż Mapkę: Włączone,Mostra o Mapa: DESLIGADO,,Afișare Hartă: OPRITĂ,Показ карты: ОТКЛЮЧЕНО,,Visa din karta: AV,Haritayı Göster: KAPALI
Turned On!,TURNED ON!,,,,Zapnuto!,Slået til!,Angemacht!,,,¡Encendío!,,Pantu piälle!,Activé,Bekapcsolva!,Acceso!,,,Ingeschakeld!,Slått på!,Włączono!,Tá Ligado!,,Pregătit!,Активировано!,,Påslagen!,Açıldı!
Cheap Ass Whiskey...,CHEAP ASS WHISKEY...,,,,Levnej patok...,Billig Whiskey...,Billiger Fusel,,,Whisky barato...,,Halpaa viskii...,Whiskey à bas prix,Olcsó Whiskey...,Whisky da quattro soldi...,,,Valse whisky...,Billig whisky...,Tania Whiskey...,Uísque Barato...,,Whiskey Ieftin...,Дешёвое вонючее виски...,,Billiga Whiskey...,Ucuz kıç viskisi.
Locked!,LOCKED!,,,,Zamčeno!,Låst!,Verrammelt!,,,¡Cerrao!,,Lukittu!,Verrouillée!,Zárva!,Chiuso!,,,Gesloten!,Låst!,Zablokowane!,Trancada!,,Încuiat!,Закрыто!,,Låst!,Kilitli!
Take It All!,TAKE IT ALL!,,,,Seber všechno!,Tag det hele!,Her damit!,,,¡Pilla tó!,,Ota kaikki!,Vous avez tout !,Ide Mindent!,Prendere tutto!,,,Neem het allemaal!,Ta alt!,Weź Wszystko!,Pega Tudo!,,Ia Totul!,Всё и сразу!,,Ta allt!,Hepsini al!
Hip Waders...,HIP WADERS...,,,,Brodící kalhoty...,Gummistøvler...,Gummistiefel,,,Vadeadores de cadera,,Kahluupöksyt,Cuissardes,Comb Csizma...,Stivali lunghi...,,,Heupwanten...,Vadebukser...,Wodery...,Galocha...,,Șoșoni...,Гамаши...,,Hip Waders...,Hip Waders...
Yer Secret Place!,YER SECRET PLACE!,,,,Tvý tajný místečko!,Dit hemmelige sted!,Dein Geheimort,,,¡Escondijo secreto!,,Jemmapaikka!,Un lieu secret !,Ehunvanni!,Un posto segreto!,,,Jouw geheime plek!,Ditt hemmelige sted!,Sekrecik!,Lugar Secreto!,,Ai găsit un Secret!,"Секрет, однако!",,Din hemliga plats!,Gizli Yerin!
Squashed Like A Bug!,SQUASHED LIKE A BUG!,,,,Rozpláclej jako brouk!,Klemt som et insekt!,Zertreten wie 'ne Fliege,,,¡Aplastao como un bicho!,,Liiskattu ku ötökkä!,Ecrasé comme un insecte !,"Eltaposva, mint egy bogár!",Schiacciato come un insetto!,,,Geplet als een insect!,Knust som et insekt!,Zdeptany Jak Robal!,Esmagado Que Nem um Bicho!,,Strivit ca Un Gândac!,Хыщь!,,Klämd som en insekt!,Böcek gibi ezildin!
You's On A Rampage!!!,YOU'S ON A RAMPAGE!!!,,,,Popad tě amok!!,Du er på hærgen!!!!,Du läufst Amok!,,,¡¡¡Andas desmadrao!!!,,Oot äijä ihan raivona!!!,Vous êtes en furie ! !!,"Tajtékzol komám, mint egy bika!",Sei su tutte le furie!!!,,,Je bent op rooftocht.,Du er på en rampasje!!!,Sfiksowałeś!!!,Tá Com o Diabo no Corpo!!!,,Ești pe Val!!!,Ты в ярости!!!,,Du är på ett raseri!!!,Öfkelisin!!!
Mash Activator Key To Kill Again!,MASH ACTIVATOR KEY TO KILL AGAIN!,,,,"Prašť do klávesy 'použít', abys mohl zabíjet zas!",Tryk på aktiveringsknappen for at dræbe igen!,Hau auf 'Benutzen' um weiterzutöten!,,,¡Métele al botón de encendío para ponerte a matar otra vez!,,Tökkää aktivaattorinamiskaa tappaakses uuestaan!,Mash Activator Key To Kill Again !,Csapj az aktiváló gombra hogy újra ölj!,Premi il tasto di attivazione per uccidere di nuovo!,,,Druk op de activator toets om opnieuw te doden!,Trykk på aktiveringsnøkkelen for å drepe igjen!,Walnij w Przycisk Użycia by Znów Zabijać!,"Aperta em ""Usar"" pra Matar De Novo!",,Apasă Butonul pentru a Încheia Nivelul!,"Жми на «Активацию», чтоб проснуться!",,Tryck på aktiveringsnyckeln för att döda igen!,Tekrar öldürmek için aktivatör tuşuna bas!
